unique_id,BuildNET ID,association_badges,State,Photo,District,Category,Sub Category,Name,Website,phone_number,Address,Location,Area,Pin Code,Rating Count,Review,Map Link,TAGS,PRODUCTS ,Email Id,PlusCode,latitude,latitude,Instagram Profile,Facebook Profile,Linkedin Profile,Twitter Profile,Images Folder
,,,,,,,,,Vel Metals_ gi/ gp tubes and pipes/ roofing sheets/ Ms angles/ TMT steel/ cement .. dealers,"Chottanikkara, Thrippunithura","Ernakulam, Kerala 682312",#ERROR!,,21,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b08745ef554807d:0x1568692f94c83826!8m2!3d9.9303144!4d76.389592!16s%2Fg%2F11f4109cdr?entry=ttu,,,,,,,,,,,,
,,,,,,,,,KALLIYATH GROUP,Kalliyath Building,Edappally,#ERROR!,http://kalliyathindia.com/,74,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080d0f3fffffff:0x111104cde1a18a11!8m2!3d10.0115204!4d76.303242!16s%2Fg%2F11cs5x5msz?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Malabar TMT,"Manjalungal,",Kalladipatta Post,#ERROR!,https://www.malabartmt.com/,23,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7c5b5b2589bbf:0xb57e0a56ee7576c8!8m2!3d10.8069663!4d76.2043563!16s%2Fg%2F12q4q9xvt?entry=ttu,,,,,,,,,,,,
,,,,,,,,,TATA STEEL DISTRIBUTOR - BESTEEL KUMMENCHERY,"No. 111 315A, Refinery Road, Puthiya Road Jn","Irumpanam, Thrippunithura",#ERROR!,http://www.kummencherysteels.com/,84,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b08735f1557a1b5:0xc9862c9d3aba49a8!8m2!3d9.958881!4d76.3622422!16s%2Fg%2F11cm0k4f49?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Cochin Steel Corporation,Indrani Nagar,Chunnambuthara,#ERROR!,,27,https://lh5.googleusercontent.com/p/AF1QipMmz-ygmlsidClRPWFPmnrCflqSkieQTnQGYgq7,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba86e03febd2349:0xa36e0a8dce5f0d66!8m2!3d10.7846617!4d76.6468286!16s%2Fg%2F11c2b180z1?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Popular Iron & Steel,"NH Bye Pass, Maradu P.O","Chambakkara - Kannadikadu Rd, near VOLKSWAGEN SHOWROOM, Kannadikadu, Maradu",#ERROR!,,20,https://lh5.googleusercontent.com/p/AF1QipMm2ltToNtgMetIHdDtxCBdhrWqAtkEWBQvTNeD,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b08731e39c5b2a1:0xa77a53273427f30a!8m2!3d9.9492802!4d76.3185764!16s%2Fg%2F1pycyfqqd?entry=ttu,,,,,,,,,,,,
,,,,,,,,,SHRI TRADERS (Dealers in IRON and STEELS),Para Kanjikode Rd,"Kanjikode, Pudussery Central, Kerala 678621",#ERROR!,,23,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba8693c5bca2e35:0x9b98ccd5dc9c698f!8m2!3d10.7841076!4d76.744349!16s%2Fg%2F11jj3smyhc?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Popular Iron Traders,Para Road,"Kanjikode, Pudussery Central, Kerala 678623",#ERROR!,,23,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba8696fce66a7ab:0x54f5bb73da8d042e!8m2!3d10.7917938!4d76.74795!16s%2Fg%2F11g190w9z4?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Steel & Tube Traders Tata Tiscon Dealer (Mendez Group),FXJ6+H7G,"Killipalam, Karamana",#ERROR!,,10,https://lh5.googleusercontent.com/p/AF1QipMjLJIVq5KcwjeZumquL2XRW0-0SCO-_IadKWc,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b05bb00ec97331f:0xc43dae79af6a474e!8m2!3d8.4814389!4d76.9606933!16s%2Fg%2F1tfpsq1x?entry=ttu,,,,,,,,,,,,
,,,,,,,,,ST MARYS AGENCIES/ MODERN STEELS,next to Thrissur Head Post Office,Sakthan Thampuran Nagar,#ERROR!,,55,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7ee30d7401609:0x2a4c5782af37a054!8m2!3d10.5117194!4d76.2157485!16s%2Fg%2F11bttrq754?entry=ttu,,,,,,,,,,,,
,,,,,,,,,INDIGO TMT,Para Kanjikode Rd,"Kanjikode, Pudussery Central, Kerala 678621",#ERROR!,https://indigotmt.com/,48,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba86971f735c6a3:0x7e0731501924a622!8m2!3d10.7871831!4d76.7453471!16s%2Fg%2F11rfrsh5_1?entry=ttu,,,,,,,,,,,,
,,,,,,,,,AM STEELS & CEMENTS,AM Rd,"Ponjassery, Kerala 683556",#ERROR!,,35,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b0809c22413d30b:0x3db3d41828b339f2!8m2!3d10.0905553!4d76.4392907!16s%2Fg%2F11g9k205nc?entry=ttu,,,,,,,,,,,,
,,,,,,,,,T. T. Steels,"D.No.31/2109 A, Fathima Building","Wayanad Rd, Vellimadukunnu",,,14,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba65c17ddb01cf3:0xbd97d3f04d9be0ef!8m2!3d11.2928002!4d75.8200899!16s%2Fg%2F1hm3yly1r?entry=ttu,,,,,,,,,,,,
,,,,,,,,,"Prince TMT Steels Pvt. Ltd, പ്രിൻസ്, ടി എം ടി സ്റ്റീൽസ്, പ്രൈവറ്റ് ലിമിറ്റഡ്","Prince TMT Steels Pvt. Ltd, Kinfra Wise Park, Kanjikode East",Kerala 678621,#ERROR!,https://princetmt.com/,13,https://lh5.googleusercontent.com/p/AF1QipPoHI1P_KSDl3nQ_KnV735DLc-8bcRcgAd2knm9,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba8697ff500c32f:0x59bc0fab55e6d46b!8m2!3d10.7861307!4d76.7797656!16s%2Fg%2F1pp2x8q14?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Kadakampally Agencies,P O,Kadakampally Agencies Charamangalam Muhamma,#ERROR!,,48,https://lh5.googleusercontent.com/p/AF1QipNcQC9QzfhKSOmUUDHuOStZHH31X6IGtaGeQYBt,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b087d3817f30c37:0xe0c48be34e06aa40!8m2!3d9.635022!4d76.3597262!16s%2Fg%2F11fwxq3nzc?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Nippon Steels (AAC Block Dealer),"Near, manampally lane","Gandhi Nagar, Chettupuzha",#ERROR!,https://nipponsteels.in/,42,https://lh5.googleusercontent.com/p/AF1QipN4QFlmzoXNC1G1hFHbRNXWAnub5CFP7_7hTBib,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7edab874d3165:0x5b07f092b7688bc4!8m2!3d10.5094787!4d76.1708773!16s%2Fg%2F11s592b4v4?entry=ttu,,,,,,,,,,,,
,,,,,,,,,SAIL TMT DEALER,Kulavanmukku,"Kuzhalmannam, Kerala 678702",,,11,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba87320f53a75b1:0x730bc5ede51d203f!8m2!3d10.7076304!4d76.5935653!16s%2Fg%2F11g72g5wl7?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Paragon Steels,Para Kanjikode Rd,"Kanjikode, Pudussery Central, Kerala 678621",#ERROR!,http://www.paragonsteels.in/,22,https://lh5.googleusercontent.com/p/AF1QipPriQLaJOBDv8A5rEluJxvHkoyIrM-2J12ff_DU,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba8695a71190feb:0x17929c975a91b1fb!8m2!3d10.7916355!4d76.7475878!16s%2Fg%2F1hhh2yvng?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Vajram TMT,"Door No. 3/551, Maniyeri, Vengodi P.O., Elappully","Kanjikode, Kerala 678622",#ERROR!,http://www.vajramtmt.com/,22,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba86b5cdb82ef35:0x8bd25fdd075981bd!8m2!3d10.776984!4d76.7439865!16s%2Fg%2F11h9g4bjxp?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Tulsyan T.M.T,X8H7+2RJ,"Mahakavi Vailoppilli Rd, Ponnurunni, Thammanam",#ERROR!,,16,https://lh5.googleusercontent.com/p/AF1QipOtvkcmLADEPpaOFgwUXbkcfWPtPYZwGU0S5MWx,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080d2bab2c6237:0x7a1da9c935a07705!8m2!3d9.9775964!4d76.3145023!16s%2Fg%2F1q62cr9zn?entry=ttu,,,,,,,,,,,,
,,,,,,,,,"MP Traders - Iron and Steel Shop, TMT Steel Shop, TMT Bar Dealers, Cement Shop, Ready Mix Concrete, Steel Doors and Windows","Randarkara Rd, Randar, Muvattupuzha, Kerala 686673","Muvattupuzha, Kerala 686673",#ERROR!,,9,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b07e77e86ae5a51:0xd46f4efd4264d76d!8m2!3d9.9890376!4d76.5895755!16s%2Fg%2F11cn9frqfv?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Nandanam Steels And Sanitaries Gurupuram,Ward-4,"Komalapuram, Aaryad",#ERROR!,,47,https://lh5.googleusercontent.com/p/AF1QipPD7HP86T3xDnkaNWMXrURVdUIuHPV2KfB5IZje,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b08841f47108723:0xe3f6d08fe137bcc6!8m2!3d9.5401227!4d76.3491302!16s%2Fg%2F11b_2d5wfr?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Khadeeja Traders Alapuzha,Valiyamaram/ Stadium Vellakinar,Ward Rd,#ERROR!,,67,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b0885a43095f18b:0x58f294f2009a0105!8m2!3d9.4862673!4d76.3337875!16s%2Fg%2F11rn9l5xp8?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Thettayil: Dealers of roofing sheets in Thrissur,Athani,"Minalur, Kerala 680581",#ERROR!,https://buildersmartroofing.in/,50,https://lh5.googleusercontent.com/p/AF1QipNM9P7VBN3SxYF8uZ4O12m09jQehcInUf7EWphq,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7e90473cc2e09:0xfecb0f79e80c4b00!8m2!3d10.6207851!4d76.2184189!16s%2Fg%2F11b6bk01pz?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Pullathil Steel Agencies,Adichira,"Junction, SH 1",#ERROR!,https://pullathilsteels.com/,9,https://lh5.googleusercontent.com/p/AF1QipPkwKNRhegC0683V2_obt6mlmAb1zTO25ZIWKI,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x10545b807449fb13:0xd543981e1eca027d!8m2!3d9.6342679!4d76.5435814!16s%2Fg%2F11b7gpj90z?entry=ttu,,,,,,,,,,,,
,,,,,,,,,KERALA STEELS and GLASS,Perumbarambu Road,"Edappal, Kerala 679576",#ERROR!,,25,https://lh5.googleusercontent.com/p/AF1QipNPlai5whOz5U0aOq779h4PjsbHov4xS9A55VxC,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7b903c50bbc0d:0x79a065b70831f1a2!8m2!3d10.7871554!4d75.995545!16s%2Fg%2F11hh9hz9h0?entry=ttu,,,,,,,,,,,,
,,,,,,,,,CMR Steel Agency,"Muthoor, Kerala 689107",India,#ERROR!,,104,https://lh5.googleusercontent.com/p/AF1QipOJ8cxbczG1B8owPcxNO7vmNUVySS4ap6840xla,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b06243928ba184b:0x7a54f8d1e6d6adf3!8m2!3d9.4031084!4d76.5687417!16s%2Fg%2F11g6pyj6lm?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Jetty agencies ജെട്ടി ഏജൻസി,P.O,"Kombanamuri Perumbalam Jn. Rd, Thrichattukulam",#ERROR!,http://jettyagencies.net/,40,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b0871328cba8bdf:0xca7f113eef2b09ef!8m2!3d9.833534!4d76.339639!16s%2Fg%2F11g1gp95wd?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Meachery Steels,Byepass Road Vallanghi,"Nenmara, Kerala 678508",#ERROR!,,148,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba80fe0bbc64265:0x5487997daa7a7ddf!8m2!3d10.59713!4d76.6062266!16s%2Fg%2F11lgymypsw?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Metro steel trading,H5J6+H7G,"Peramangalam, Kerala 680545",,,2,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7ebc6479096c9:0x7eb7e4ffb7471ffc!8m2!3d10.5814362!4d76.1607024!16s%2Fg%2F11j7gc6xww?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Vijaya Steels,Near,Kochi- Dhansushkodi Road,#ERROR!,,23,https://lh5.googleusercontent.com/p/AF1QipMQef0Na3l09maUi1CY2CZeNji73ftUZmxEKfi5,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b08730394a96a23:0xc69cd3bb6b216d49!8m2!3d9.9372708!4d76.3191456!16s%2Fg%2F124yl_qyz?entry=ttu,,,,,,,,,,,,
,,,,,,,,,K.K.Steel and Cement.,X9X2+C44,"Seaport - Airport Rd, Thuthiyoor, Chittethukara",#ERROR!,,6,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080c97dc084a11:0xc96020053be245eb!8m2!3d9.9985169!4d76.3503264!16s%2Fg%2F1tdj_08f?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Sakthi Steels,Cross Bazar,"Irinjalakuda, Kerala 680121",#ERROR!,,15,https://lh5.googleusercontent.com/p/AF1QipNi54CTZlYtruLDOPHPojycgldIcGeVIwsSW2Do,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7f64a890d8b2d:0x429637ff94ec736c!8m2!3d10.3435612!4d76.2220669!16s%2Fg%2F11gglt4qbp?entry=ttu,,,,,,,,,,,,
,,,,,,,,,STEEL HOUSE,"XIV/1, STEEL HOUSE","MC Rd, Mattoor",#ERROR!,,46,https://lh5.googleusercontent.com/p/AF1QipM-xybZ9axnNxQdRyVzglDYWD5PvkQsmU7hBCG_,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b0807e9cd1bf7db:0xc5f669f27024e105!8m2!3d10.168429!4d76.43399!16s%2Fg%2F119x16l5_?entry=ttu,,,,,,,,,,,,
,,,,,,,,,"Sri Sathya Sai Enterprises Tata Tiscon Tmt jsw,Vizag Tmt, sail Hr plate",Pollachi main road,"Kozhinjampara, Kerala 678555",#ERROR!,https://www.justdial.com/Palakkad/Sri-Sathya-Sai-Enterprises-Near-Ruby-Hall-Kozhinjampara/9999PX491-X491-201002172940-V9J9_BZDET,4,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba841236b96790f:0x5779b7b5a5d1eb08!8m2!3d10.7355003!4d76.836909!16s%2Fg%2F11q1wqbffd?entry=ttu,,,,,,,,,,,,
,,,,,,,,,EVEREST Fe 550 TMT,Kochi Highway,"nr. Kundannoor Bridge, Kundannoor, Maradu",#ERROR!,http://everesttmt.com/,5,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b087376de66fe1b:0xc1e2013f06bc6f77!8m2!3d9.9368465!4d76.3097934!16s%2Fg%2F11rhqf254q?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Metal center,N.H. By-pass,"14, Hill Gardens Housing Colony, Kuttanellur",#ERROR!,http://www.metalcenter.co/,35,https://lh5.googleusercontent.com/p/AF1QipOP-kIjEASR2yMx5yK0aqHSeuq_YBwrhMidFjfn,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7ef7d2d9e4297:0x59b64784155bf886!8m2!3d10.500065!4d76.2578775!16s%2Fg%2F11j4s130ff?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Gasha Steels Pvt Ltd,Unnamed Road,"Kanjikode, Pudussery Central, Kerala 678621",,https://kalliyathindia.com/,52,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba86940c78f5f89:0x2b56d0d9e9bbf670!8m2!3d10.7870734!4d76.7729113!16s%2Fg%2F11fnx2ljjg?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Kunnamkulam Steel Agencies,Opp: Bethany St.Mary's KG School,Guruvayoor road,#ERROR!,,15,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7955fab0c06b9:0x2b602e80001fb0e8!8m2!3d10.6400745!4d76.0619789!16s%2Fg%2F11h6m6nfcl?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Avadhar Steels Kottakkal,XXXX+RX2,"Yahoo Rd, Changuvetty Kundu",#ERROR!,,19,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7b4a4151a70ef:0x96e0a5b7e1324dc2!8m2!3d10.9995062!4d75.9998986!16s%2Fg%2F11c3trghn3?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Tata Tiscon,"5M8M+3VJ, George Varghese & Company","Kayamkulam - Pathanapuram Rd, Pazhakulam",#ERROR!,https://aashiyana.tatasteel.com/,1,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b061186700513d9:0x470a6373c46655a!8m2!3d9.1652096!4d76.6846449!16s%2Fg%2F11rsdkrg_b?entry=ttu,,,,,,,,,,,,
,,,,,,,,,A.M STEELS,Thrikkalangodu Thiruvali Wandoor Kalikavu Rd,"Vaniyambalam, Kerala 679339",#ERROR!,,3,https://lh5.googleusercontent.com/p/AF1QipOMhmR6bTF4RiesNG7GEWuPzW7E8DMOYIkdMnAm,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba63145ef2b39c7:0x3f739f8e69db7983!8m2!3d11.1893798!4d76.2653579!16s%2Fg%2F11fdy70x_g?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Prabhu Steels,"953, Temple Road","opposite Thrikkkakara, Thrikkakara, Edappally",#ERROR!,http://www.prabhusteels.com/,267,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080c4594b15443:0x936d4eb526d2610e!8m2!3d10.0342641!4d76.3300735!16s%2Fg%2F11csrrt6sd?entry=ttu,,,,,,,,,,,,
,,,,,,,,,"Kerala steels, alathur","JHW5+G8G, Gurukulam junction","Tripallur road, Thrippalur",#ERROR!,,67,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba80d5f966cc52f:0xb559b934b8ed5900!8m2!3d10.6462749!4d76.5584328!16s%2Fg%2F11f6ksv7x9?entry=ttu,,,,,,,,,,,,
,,,,,,,,,M Traders,272H+8P3,"Mathai Manjooran Rd, Pachalam",#ERROR!,,9,https://lh5.googleusercontent.com/p/AF1QipOjkkTucLR2gWcH3N9HE6u-p0s-ZRrtgkaJt3RP,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080d64299bb125:0x536efff232cb4b47!8m2!3d10.0007554!4d76.2793101!16s%2Fg%2F11ckqn68dl?entry=ttu,,,,,,,,,,,,
,,,,,,,,,MUNDAKKAL TRADERS CHATHANNOOR,Chathannoor - Chirakkara Rd,near Ithikkara block office,#ERROR!,,80,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b05e5e2d55f289f:0x46d25e4dc9a870fc!8m2!3d8.8563517!4d76.7149765!16s%2Fg%2F11gjm6xv29?entry=ttu,,,,,,,,,,,,
,,,,,,,,,"Vinny Steels - Iron Traders,wholesale building Material supplier","Mannathala, Chavakkad","Chavakkad, Kerala 680506",,http://vinnysteels.com/,71,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba79473407a8443:0xd4ff8f0c4fdaa75a!8m2!3d10.5818559!4d76.0173341!16s%2Fg%2F11g6xn_vt2?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Tahani Steels Edakkkazhiyur,"Edakkazhiyur, Kerala 680515",India,#ERROR!,http://www.tahanigroup.com/,142,https://lh5.googleusercontent.com/p/AF1QipNTIk_oAGycGr2qhtwPeSUf2SGvecv4dpP6V9dV,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba795b836c1226b:0x1134b3886bc0782b!8m2!3d10.6191679!4d75.9967021!16s%2Fg%2F11fhv7yb2v?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Kalliyath Steels and Alloys,Tirur-Chamravattom Rd,Anaozhukkupalam,#ERROR!,,3,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7bb893eb881f3:0x381028ee83372083!8m2!3d10.8308745!4d75.9489663!16s%2Fg%2F11snyqr_x8?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Kavalakat Agencies,KAVALAKAT,"TB Rd, Sakthan Thampuran Nagar, Veliyannur",#ERROR!,http://www.kavalakat.com/,76,https://lh5.googleusercontent.com/p/AF1QipPql4JLFLnmXmKOmZt-q1xpIbDW4vB280g-2gCu,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7ee36ef4b256d:0x9af36b6f91bda239!8m2!3d10.514212!4d76.216846!16s%2Fg%2F11bcd_x82m?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Metalex Agencies,"66/1914, TA Beerankunju Rd","near Metalex Agencies, North Kaloor, Kacheripady",#ERROR!,http://www.metalexagencies.in/,53,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080d510bbfa3c5:0xc9fa0f3f97ab0830!8m2!3d9.9858404!4d76.2861315!16s%2Fg%2F11ghlq3xsx?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Cochin Steels And Cements,QH68+Q45,Pala - Kozha Rd,#ERROR!,,31,https://lh5.googleusercontent.com/p/AF1QipOppH6y770cjY-k9LKLmvZmGH1xUmxZAuZrLdim,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b07d126a5305a09:0x3fb9af3501c604e!8m2!3d9.761896!4d76.5653632!16s%2Fg%2F11c3k2wgzv?entry=ttu,,,,,,,,,,,,
,,,,,,,,,"George & Company, Steel Hypermart",G677+8W2,"near Heart Hospital, Sakthan Thampuran Nagar",#ERROR!,http://georgeandco.in/,55,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7ee3739001177:0x8fb38d685bc1e9ff!8m2!3d10.5132636!4d76.2147812!16s%2Fg%2F11f3_7vxrl?entry=ttu,,,,,,,,,,,,
,,,,,,,,,"KPM Steels & Trading Co., AAC Blocks Cement Panels Vizag TMT Bars Roofing Sheets Palakkad",NH544,"Kuzhalmannam East, Kerala 678702",#ERROR!,http://www.kpmtrading.com/,7,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba872f08885d93d:0x48cf7dbcbfb5df65!8m2!3d10.7254089!4d76.6076285!16s%2Fg%2F11c54_0gb3?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Kalliyath Steel House,XVMC+2CQ,"Tanur, Kerala 676302",#ERROR!,,13,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7adc89509c28d:0xb5d49d1eabcdaf43!8m2!3d10.9825893!4d75.8710985!16s%2Fg%2F11j8tfkms6?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Manammal Steel And Cements,Juma Masjid,"Tirur - Calicut Rd, near EDARIKODE",#ERROR!,,56,https://lh5.googleusercontent.com/p/AF1QipMdtqBwjmotGHL5AFY-WmD0QBG6Mu3aIz2h49f3,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7b342dccd0625:0xe348e4c3512fad0d!8m2!3d10.9942541!4d75.9768003!16s%2Fg%2F11c1lhrthm?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Kavalakat TMT,"H.O. IX/376-2, T.B.Road, S. T. Nagar,Thrissur, Kerala - 680 001","Thrissur, Kerala 680001",#ERROR!,https://kavalakattmt.com/,3,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7ef783fc70ee7:0x53f37b1e9c31ae28!8m2!3d10.5141217!4d76.2169657!16s%2Fg%2F11s8_f1d5q?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Steelex TMT,"D.No.23/2087, Panniyankara",Kallai,#ERROR!,,3,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba659703fffffff:0xeeaec5e35c638d80!8m2!3d11.2352408!4d75.7938309!16s%2Fg%2F11l3d8thdc?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Kallatra Core LLP - All Kerala Jindal Panther Distributor,Edamula Brg,"Pathalam, Eloor",#ERROR!,https://www.kallatracore.com/,3,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080f007b2def09:0x9d5895beca44bd6d!8m2!3d10.0810858!4d76.3343273!16s%2Fg%2F11vysn2438?entry=ttu,,,,,,,,,,,,
,,,,,,,,,K R STEELS,"Alumvettuvazhy, IDEAL PLOTS",Chiyyaram,#ERROR!,http://www.krsteels.com/,37,https://lh5.googleusercontent.com/p/AF1QipMOQFrlq-k6PanCWp1hcflPE78BO11i5y5lmNqq,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba7f02aa7ec415b:0xc1b257e3f23bf505!8m2!3d10.4972319!4d76.2235886!16s%2Fg%2F11c7507y25?entry=ttu,,,,,,,,,,,,
,,,,,,,,,The Steel Associates,Pazhur Rd - Koolimadu,Chennamangallur,#ERROR!,https://aashiyana.tatasteel.com/,1,https://lh5.googleusercontent.com/p/AF1QipPcm9U1FB7ciFpOvx_er0DLUWL8PgTo-w68IdXs,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba64358850509b9:0xfbcdcc9566de2a15!8m2!3d11.2954399!4d75.9817081!16s%2Fg%2F11nxrqclj5?entry=ttu,,,,,,,,,,,,
,,,,,,,,,SREE PERIYAKANDIAMMAN AGENCY - STEELS TMT BAR IN COIMBATORE,"93/2A, Nallampalayam Road","Post, Rathinapuri, Sanganoor",#ERROR!,http://wellcomindia.com/listings/item/290,9,https://lh5.googleusercontent.com/p/AF1QipPUUKMRNHn86AzmfgExBcQD55NAJQEDGylBJ6k0,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3ba859c6e4301bdf:0x63949643d214b71b!8m2!3d11.0395641!4d76.9606205!16s%2Fg%2F11t7l3p_19?entry=ttu,,,,,,,,,,,,
,,,,,,,,,Edathanalil steels,SH 1,Thannipuzha,#ERROR!,,56,,https://www.google.com/maps/place/data=!3m1!4b1!4m6!3m5!1s0x3b080807812d0145:0x44d29e42897c5abf!8m2!3d10.1553224!4d76.4475278!16s%2Fg%2F11bbrgxdrl?entry=ttu,,,,,,,,,,,,
